scaffold,start,end,mid,sites,pi_all,species
X,17310001,17320000,17313505,172,0.003,C. inopinata
X,17320001,17330000,17327511,619,0.0056,C. inopinata
X,17330001,17340000,17332232,348,0.0093,C. inopinata
X,17340001,17350000,17343112,484,0.0086,C. inopinata
X,17350001,17360000,17353444,438,0.009,C. inopinata
X,17370001,17380000,17378336,423,0.0033,C. inopinata
X,17380001,17390000,17386485,394,0.0018,C. inopinata
X,17400001,17410000,17402188,1388,0.0125,C. inopinata
X,17430001,17440000,17432549,549,0.0054,C. inopinata
X,17450001,17460000,17457727,282,0.0089,C. inopinata
X,17460001,17470000,17463486,277,0.0011,C. inopinata
X,17520001,17530000,17526452,370,0.0005,C. inopinata
X,17530001,17540000,17535434,485,0.0082,C. inopinata
X,17540001,17550000,17548496,269,0.0073,C. inopinata
X,17570001,17580000,17577896,246,0.0004,C. inopinata
X,17580001,17590000,17586747,246,0.0149,C. inopinata
X,17630001,17640000,17636164,707,0.0025,C. inopinata
X,17660001,17670000,17669106,265,0.0062,C. inopinata
X,17670001,17680000,17678706,230,0.0119,C. inopinata
X,17680001,17690000,17683840,437,0.007,C. inopinata
X,17690001,17700000,17696979,622,0.0025,C. inopinata
X,17700001,17710000,17706024,276,0.0109,C. inopinata
X,17730001,17740000,17734775,310,0.0006,C. inopinata
X,17760001,17770000,17765580,259,0.0047,C. inopinata
X,17800001,17810000,17802100,340,0.0109,C. inopinata
X,17810001,17820000,17814534,887,0.0061,C. inopinata
X,17830001,17840000,17834581,180,0.0033,C. inopinata
X,17840001,17850000,17843225,242,0.0033,C. inopinata
X,17850001,17860000,17856704,449,0.0152,C. inopinata
X,17880001,17890000,17881929,214,0.0061,C. inopinata
X,17890001,17900000,17899219,186,0.0067,C. inopinata
X,17900001,17910000,17907040,239,0.0,C. inopinata
X,17920001,17930000,17924505,547,0.004,C. inopinata
X,17930001,17940000,17931340,193,0.0,C. inopinata
X,17950001,17960000,17952941,845,0.0049,C. inopinata
X,17980001,17990000,17985740,889,0.001,C. inopinata
X,17990001,18000000,17995974,255,0.0004,C. inopinata
X,18050001,18060000,18053795,378,0.0031,C. inopinata
X,18090001,18100000,18096523,247,0.017,C. inopinata
X,18120001,18130000,18124265,678,0.0052,C. inopinata
I,1,10000,5444,687,0.0079,C. elegans
I,10001,20000,14348,1083,0.0015,C. elegans
I,20001,30000,25827,871,0.0004,C. elegans
I,30001,40000,33295,1972,0.0016,C. elegans
I,40001,50000,46483,1495,0.0011,C. elegans
I,50001,60000,57654,1233,0.0006,C. elegans
I,60001,70000,65324,1698,0.0024,C. elegans
I,70001,80000,72190,806,0.0032,C. elegans
I,80001,90000,88589,538,0.0,C. elegans
I,90001,100000,97062,1342,0.0003,C. elegans
I,100001,110000,106898,1493,0.0012,C. elegans
I,110001,120000,114072,2181,0.0005,C. elegans
I,120001,130000,124290,2756,0.0014,C. elegans
I,130001,140000,135504,1474,0.001,C. elegans
I,140001,150000,143680,1420,0.0002,C. elegans
I,150001,160000,152057,1947,0.0001,C. elegans
I,160001,170000,167080,786,0.002,C. elegans
I,170001,180000,171148,394,0.0002,C. elegans
I,180001,190000,185611,1054,0.0003,C. elegans
I,190001,200000,195484,1471,0.0011,C. elegans
I,200001,210000,204492,1747,0.002,C. elegans
I,210001,220000,214178,637,0.0029,C. elegans
I,220001,230000,225042,2087,0.0023,C. elegans
I,230001,240000,234574,2198,0.0047,C. elegans
I,240001,250000,245052,2027,0.0007,C. elegans
I,250001,260000,256195,792,0.0003,C. elegans
I,260001,270000,264125,1271,0.0007,C. elegans
I,270001,280000,274662,1234,0.0016,C. elegans
I,280001,290000,283510,1921,0.0009,C. elegans
I,290001,300000,294253,2004,0.0006,C. elegans
I,300001,310000,305208,1620,0.0008,C. elegans
I,310001,320000,315568,2232,0.0004,C. elegans
I,320001,330000,325110,755,0.0005,C. elegans
I,330001,340000,334438,716,0.0053,C. elegans
I,340001,350000,344217,339,0.0,C. elegans
I,350001,360000,352842,720,0.0003,C. elegans
I,360001,370000,363706,3015,0.0005,C. elegans
I,370001,380000,377769,744,0.001,C. elegans
I,380001,390000,384620,721,0.0013,C. elegans
I,390001,400000,395310,1146,0.0015,C. elegans
I,400001,410000,406678,390,0.0013,C. elegans
I,410001,420000,413745,1044,0.0009,C. elegans
I,420001,430000,425408,2354,0.001,C. elegans
I,430001,440000,438239,1129,0.0012,C. elegans
I,440001,450000,444260,974,0.0012,C. elegans
I,450001,460000,457803,1715,0.0008,C. elegans
I,460001,470000,463398,1115,0.0006,C. elegans
I,470001,480000,475355,1705,0.001,C. elegans
I,480001,490000,485376,509,0.0012,C. elegans
I,490001,500000,492815,1349,0.001,C. elegans
I,500001,510000,508167,2264,0.0004,C. elegans
I,510001,520000,515380,2249,0.0017,C. elegans
I,520001,530000,526912,1793,0.0021,C. elegans
I,530001,540000,535219,1996,0.001,C. elegans
I,550001,560000,556296,1658,0.0039,C. elegans
I,560001,570000,562652,440,0.0015,C. elegans
I,570001,580000,572746,871,0.0011,C. elegans
I,580001,590000,586382,751,0.0,C. elegans
I,590001,600000,596654,1453,0.0006,C. elegans
I,600001,610000,605894,192,0.0,C. elegans
I,610001,620000,619108,1059,0.0006,C. elegans
I,620001,630000,621177,695,0.001,C. elegans
I,630001,640000,634016,557,0.0018,C. elegans
I,640001,650000,645353,562,0.0077,C. elegans
I,650001,660000,653458,817,0.0002,C. elegans
I,660001,670000,666983,856,0.0002,C. elegans
I,670001,680000,675145,1290,0.0029,C. elegans
I,680001,690000,686340,1435,0.0023,C. elegans
I,690001,700000,691216,967,0.0042,C. elegans
I,700001,710000,708124,246,0.0004,C. elegans
I,710001,720000,717447,712,0.0011,C. elegans
I,720001,730000,724231,1056,0.0007,C. elegans
I,730001,740000,732987,901,0.0012,C. elegans
I,740001,750000,744634,661,0.0008,C. elegans
I,750001,760000,754741,556,0.0,C. elegans
I,760001,770000,765904,425,0.0,C. elegans
I,770001,780000,776477,1877,0.0017,C. elegans
I,780001,790000,786309,1804,0.0016,C. elegans
I,790001,800000,796459,504,0.0005,C. elegans
I,800001,810000,807075,2037,0.0019,C. elegans
I,810001,820000,815900,1164,0.0005,C. elegans
I,820001,830000,824557,1244,0.0008,C. elegans
I,830001,840000,837965,404,0.0018,C. elegans
I,840001,850000,847821,1067,0.003,C. elegans
I,850001,860000,853411,324,0.0008,C. elegans
I,860001,870000,864852,523,0.0029,C. elegans
I,870001,880000,875267,507,0.0015,C. elegans
I,880001,890000,884563,1285,0.0015,C. elegans
I,890001,900000,894727,224,0.0,C. elegans
I,900001,910000,908675,1154,0.0018,C. elegans
I,910001,920000,913014,1832,0.0011,C. elegans
I,920001,930000,920366,283,0.0005,C. elegans
I,940001,950000,948369,336,0.0005,C. elegans
I,950001,960000,958831,390,0.0016,C. elegans
I,960001,970000,961368,392,0.0011,C. elegans
I,970001,980000,977313,343,0.0005,C. elegans
I,980001,990000,983291,427,0.0002,C. elegans
I,990001,1000000,992094,1077,0.0022,C. elegans
I,1000001,1010000,1006591,2142,0.002,C. elegans
I,1010001,1020000,1015954,1594,0.0015,C. elegans
I,1030001,1040000,1034252,2036,0.0052,C. elegans
I,1040001,1050000,1044591,371,0.0002,C. elegans
I,1050001,1060000,1056482,1032,0.0042,C. elegans
I,1060001,1070000,1065777,1012,0.0006,C. elegans
I,1070001,1080000,1073314,764,0.0016,C. elegans
I,1080001,1090000,1084258,1462,0.0014,C. elegans
I,1090001,1100000,1090612,346,0.0019,C. elegans
I,1100001,1110000,1106101,370,0.0026,C. elegans
I,1110001,1120000,1115405,929,0.0074,C. elegans
I,1120001,1130000,1126673,1344,0.0042,C. elegans
I,1130001,1140000,1137931,949,0.0038,C. elegans
I,1140001,1150000,1143269,1530,0.0064,C. elegans
I,1150001,1160000,1157406,412,0.0023,C. elegans
I,1160001,1170000,1167340,1271,0.0034,C. elegans
I,1170001,1180000,1170958,357,0.0044,C. elegans
I,1200001,1210000,1206165,868,0.0032,C. elegans
I,1210001,1220000,1215450,1027,0.0098,C. elegans
I,1230001,1240000,1233706,1067,0.0019,C. elegans
I,1240001,1250000,1243161,1724,0.0021,C. elegans
I,1250001,1260000,1256206,1510,0.0016,C. elegans
I,1260001,1270000,1267141,1437,0.0019,C. elegans
I,1270001,1280000,1276488,1705,0.0044,C. elegans
I,1280001,1290000,1287595,836,0.002,C. elegans
I,1290001,1300000,1293897,1155,0.0015,C. elegans
I,1300001,1310000,1306579,426,0.0014,C. elegans
I,1310001,1320000,1315909,465,0.0008,C. elegans
I,1320001,1330000,1328148,374,0.0002,C. elegans
I,1330001,1340000,1335548,1335,0.0024,C. elegans
I,1340001,1350000,1344186,1105,0.0007,C. elegans
I,1360001,1370000,1367576,1039,0.002,C. elegans
I,1370001,1380000,1373186,531,0.0007,C. elegans
I,1390001,1400000,1396842,256,0.0,C. elegans
I,1400001,1410000,1406492,871,0.0033,C. elegans
I,1410001,1420000,1416841,364,0.0009,C. elegans
I,1420001,1430000,1425854,1658,0.0009,C. elegans
I,1440001,1450000,1441028,309,0.0005,C. elegans
I,1460001,1470000,1465155,2753,0.0035,C. elegans
I,1470001,1480000,1473879,622,0.0053,C. elegans
I,1480001,1490000,1486030,507,0.0008,C. elegans
I,1490001,1500000,1493728,1027,0.0046,C. elegans
I,1500001,1510000,1504672,513,0.0097,C. elegans
I,1520001,1530000,1525492,710,0.0043,C. elegans
I,1540001,1550000,1545084,551,0.0037,C. elegans
I,1550001,1560000,1555044,1567,0.0031,C. elegans
I,1560001,1570000,1566153,484,0.0024,C. elegans
I,1570001,1580000,1575622,651,0.0001,C. elegans
I,1580001,1590000,1585897,386,0.0041,C. elegans
I,1590001,1600000,1593152,1696,0.0025,C. elegans
I,1600001,1610000,1600606,597,0.0021,C. elegans
I,1610001,1620000,1612685,207,0.0119,C. elegans
I,1620001,1630000,1625696,1059,0.0049,C. elegans
I,1630001,1640000,1634482,526,0.0035,C. elegans
I,1640001,1650000,1644851,1438,0.0012,C. elegans
I,1650001,1660000,1654933,1426,0.0037,C. elegans
I,1660001,1670000,1665361,1440,0.0034,C. elegans
I,1670001,1680000,1672837,1170,0.0028,C. elegans
I,1680001,1690000,1683237,758,0.0017,C. elegans
I,1690001,1700000,1695753,811,0.0016,C. elegans
I,1700001,1710000,1702553,1127,0.0018,C. elegans
I,1710001,1720000,1711696,645,0.0009,C. elegans
I,1720001,1730000,1725506,1300,0.0017,C. elegans
I,1730001,1740000,1736926,1132,0.0014,C. elegans
I,1740001,1750000,1745941,221,0.0015,C. elegans
I,1750001,1760000,1752816,433,0.0013,C. elegans
I,1780001,1790000,1784263,1219,0.0018,C. elegans
I,1790001,1800000,1791031,265,0.0,C. elegans
I,1800001,1810000,1804473,435,0.0004,C. elegans
I,1810001,1820000,1815957,1646,0.0015,C. elegans
I,1820001,1830000,1824564,1502,0.0018,C. elegans
I,1830001,1840000,1834202,1701,0.0005,C. elegans
I,1840001,1850000,1846822,467,0.0011,C. elegans
I,1850001,1860000,1857192,1448,0.0015,C. elegans
I,1860001,1870000,1865749,852,0.0025,C. elegans
I,1880001,1890000,1884672,1221,0.0008,C. elegans
I,1890001,1900000,1895673,632,0.0012,C. elegans
I,1910001,1920000,1915148,2109,0.0047,C. elegans
I,1920001,1930000,1927883,856,0.0001,C. elegans
I,1930001,1940000,1937791,1106,0.0025,C. elegans
I,1940001,1950000,1943271,1529,0.0027,C. elegans
I,1960001,1970000,1968984,512,0.0024,C. elegans
I,1970001,1980000,1973489,642,0.0065,C. elegans
I,1980001,1990000,1983631,951,0.0022,C. elegans
I,1990001,2000000,1992614,603,0.001,C. elegans
I,2000001,2010000,2004580,572,0.0012,C. elegans
I,2020001,2030000,2026184,583,0.002,C. elegans
I,2030001,2040000,2036058,2128,0.0004,C. elegans
I,2040001,2050000,2049277,832,0.0003,C. elegans
I,2050001,2060000,2056168,3258,0.0028,C. elegans
I,2060001,2070000,2064482,1634,0.0021,C. elegans
I,2070001,2080000,2072144,671,0.0018,C. elegans
I,2080001,2090000,2087482,842,0.0004,C. elegans
I,2090001,2100000,2096550,1827,0.0019,C. elegans
I,2100001,2110000,2102723,1136,0.0044,C. elegans
I,2110001,2120000,2113859,1342,0.0031,C. elegans
I,2120001,2130000,2123545,353,0.0024,C. elegans
I,2130001,2140000,2137515,265,0.0012,C. elegans
I,2140001,2150000,2143604,626,0.0006,C. elegans
I,2160001,2170000,2168323,251,0.0029,C. elegans
I,2180001,2190000,2188435,328,0.0035,C. elegans
I,2190001,2200000,2194108,1035,0.0023,C. elegans
I,2200001,2210000,2204665,637,0.0016,C. elegans
I,2210001,2220000,2214324,1618,0.0019,C. elegans
I,2220001,2230000,2224642,1385,0.0071,C. elegans
I,2230001,2240000,2236504,2122,0.0026,C. elegans
I,2240001,2250000,2245857,805,0.0014,C. elegans
I,2250001,2260000,2257006,839,0.0003,C. elegans
I,2260001,2270000,2265615,883,0.0018,C. elegans
I,2270001,2280000,2279842,317,0.0008,C. elegans
I,2280001,2290000,2282507,290,0.0055,C. elegans
I,2290001,2300000,2295306,723,0.0016,C. elegans
I,2300001,2310000,2304260,2650,0.0006,C. elegans
I,2310001,2320000,2314575,2676,0.0014,C. elegans
I,2320001,2330000,2323879,890,0.002,C. elegans
I,2330001,2340000,2333936,230,0.0328,C. elegans
I,2350001,2360000,2358527,270,0.0,C. elegans
I,2360001,2370000,2367689,397,0.0087,C. elegans
I,2370001,2380000,2371882,1214,0.0043,C. elegans
I,2380001,2390000,2387550,664,0.0033,C. elegans
I,2390001,2400000,2390530,572,0.0055,C. elegans
I,2400001,2410000,2407875,858,0.0046,C. elegans
I,2410001,2420000,2415977,585,0.0045,C. elegans
I,2420001,2430000,2426239,2504,0.002,C. elegans
I,2430001,2440000,2432316,1619,0.0011,C. elegans
I,2440001,2450000,2444805,917,0.0012,C. elegans
I,2450001,2460000,2452556,2425,0.0012,C. elegans
I,2460001,2470000,2464235,991,0.0047,C. elegans
I,2470001,2480000,2478510,436,0.0013,C. elegans
I,2480001,2490000,2487849,1735,0.0033,C. elegans
I,2490001,2500000,2494869,494,0.0006,C. elegans
I,2500001,2510000,2508355,529,0.0041,C. elegans
I,2510001,2520000,2512898,474,0.0019,C. elegans
I,2520001,2530000,2524834,510,0.0036,C. elegans
I,2530001,2540000,2534680,1246,0.0036,C. elegans
I,2540001,2550000,2544758,669,0.0092,C. elegans
I,2550001,2560000,2554586,1458,0.0028,C. elegans
I,2560001,2570000,2567539,1351,0.0015,C. elegans
I,2570001,2580000,2575954,798,0.0018,C. elegans
I,2580001,2590000,2588644,1284,0.0021,C. elegans
I,2590001,2600000,2592749,1518,0.0011,C. elegans
I,2610001,2620000,2616008,713,0.0013,C. elegans
I,2620001,2630000,2624725,2541,0.0015,C. elegans
I,2630001,2640000,2634549,1230,0.0024,C. elegans
I,2640001,2650000,2644175,1626,0.0025,C. elegans
I,2650001,2660000,2657710,841,0.002,C. elegans
I,2660001,2670000,2667753,453,0.0017,C. elegans
I,2670001,2680000,2677427,859,0.0011,C. elegans
I,2680001,2690000,2684079,1583,0.0016,C. elegans
I,2690001,2700000,2693707,829,0.0011,C. elegans
I,2700001,2710000,2703752,875,0.0027,C. elegans
I,2710001,2720000,2714327,1954,0.0005,C. elegans
I,2720001,2730000,2727405,1195,0.0017,C. elegans
I,2730001,2740000,2736665,627,0.0001,C. elegans
I,2740001,2750000,2744811,902,0.0013,C. elegans
I,2750001,2760000,2756502,1791,0.0026,C. elegans
I,2770001,2780000,2775456,358,0.0024,C. elegans
I,2780001,2790000,2785402,2550,0.0012,C. elegans
I,2790001,2800000,2798376,458,0.002,C. elegans
I,2800001,2810000,2806374,1790,0.0051,C. elegans
I,2810001,2820000,2813034,1832,0.001,C. elegans
I,2820001,2830000,2826321,398,0.0049,C. elegans
I,2830001,2840000,2832175,845,0.0032,C. elegans
I,2840001,2850000,2846552,1469,0.002,C. elegans
I,2850001,2860000,2853727,1215,0.0018,C. elegans
I,2860001,2870000,2863069,320,0.0017,C. elegans
I,2870001,2880000,2876331,449,0.0015,C. elegans
I,2880001,2890000,2885856,1223,0.0004,C. elegans
I,2890001,2900000,2894983,1371,0.0007,C. elegans
I,2900001,2910000,2909881,239,0.0003,C. elegans
I,2910001,2920000,2915247,1192,0.0029,C. elegans
I,2920001,2930000,2924657,1827,0.0012,C. elegans
I,2940001,2950000,2949332,412,0.0014,C. elegans
I,2950001,2960000,2953787,2171,0.003,C. elegans
I,2960001,2970000,2965990,1338,0.0006,C. elegans
I,2970001,2980000,2973123,296,0.0063,C. elegans
I,2980001,2990000,2985312,851,0.0012,C. elegans
I,2990001,3000000,2995558,1496,0.0021,C. elegans
I,3000001,3010000,3006096,289,0.0022,C. elegans
I,3010001,3020000,3013212,1525,0.0012,C. elegans
I,3020001,3030000,3025061,440,0.0016,C. elegans
I,3030001,3040000,3034756,1607,0.0011,C. elegans
I,3040001,3050000,3042294,683,0.0017,C. elegans
I,3050001,3060000,3055173,905,0.0017,C. elegans
I,3060001,3070000,3065803,1005,0.0003,C. elegans
I,3070001,3080000,3077588,898,0.0019,C. elegans
I,3080001,3090000,3083623,547,0.0015,C. elegans
I,3090001,3100000,3093523,1047,0.0018,C. elegans
I,3100001,3110000,3105294,2771,0.0017,C. elegans
I,3110001,3120000,3115151,1559,0.0021,C. elegans
I,3130001,3140000,3135131,1280,0.0007,C. elegans
I,3140001,3150000,3142579,1016,0.0002,C. elegans
I,3150001,3160000,3154562,2617,0.0009,C. elegans
I,3160001,3170000,3162399,642,0.002,C. elegans
I,3170001,3180000,3174124,604,0.0001,C. elegans
I,3180001,3190000,3184742,1780,0.0017,C. elegans
I,3190001,3200000,3196513,1056,0.0015,C. elegans
I,3200001,3210000,3202992,947,0.0008,C. elegans
I,3210001,3220000,3211319,543,0.0012,C. elegans
I,3220001,3230000,3226768,596,0.0013,C. elegans
I,3230001,3240000,3235056,512,0.0,C. elegans
I,3240001,3250000,3247083,998,0.0008,C. elegans
I,3250001,3260000,3255166,1835,0.0011,C. elegans
I,3260001,3270000,3263422,1604,0.0008,C. elegans
I,3270001,3280000,3275727,1277,0.0013,C. elegans
I,3290001,3300000,3295217,1664,0.0009,C. elegans
I,3300001,3310000,3304875,1909,0.0005,C. elegans
I,3310001,3320000,3317941,734,0.0002,C. elegans
I,3320001,3330000,3325017,486,0.0009,C. elegans
I,3330001,3340000,3335280,1165,0.0013,C. elegans
I,3340001,3350000,3345822,602,0.0011,C. elegans
I,3350001,3360000,3356335,1520,0.0009,C. elegans
I,3360001,3370000,3367401,1039,0.0004,C. elegans
I,3370001,3380000,3372740,1109,0.0013,C. elegans
I,3380001,3390000,3385042,1166,0.0033,C. elegans
I,3390001,3400000,3394521,1532,0.0021,C. elegans
I,3400001,3410000,3405015,1527,0.0018,C. elegans
I,3410001,3420000,3415123,972,0.0012,C. elegans
I,3420001,3430000,3423377,662,0.0005,C. elegans
I,3430001,3440000,3436411,2860,0.0015,C. elegans
I,3440001,3450000,3444252,1142,0.0014,C. elegans
I,3450001,3460000,3455296,1636,0.0008,C. elegans
I,3460001,3470000,3469397,453,0.0002,C. elegans
I,3470001,3480000,3474554,1019,0.0007,C. elegans
I,3480001,3490000,3485553,1033,0.0006,C. elegans
I,3490001,3500000,3495580,996,0.0001,C. elegans
I,3500001,3510000,3506179,1961,0.0011,C. elegans
I,3510001,3520000,3512047,1338,0.0015,C. elegans
I,3520001,3530000,3525271,1212,0.001,C. elegans
I,3530001,3540000,3536139,1734,0.0013,C. elegans
I,3540001,3550000,3542613,671,0.002,C. elegans
I,3550001,3560000,3556217,2619,0.0014,C. elegans
I,3560001,3570000,3564225,2096,0.0011,C. elegans
I,3570001,3580000,3573069,1672,0.0013,C. elegans
I,3580001,3590000,3583353,1024,0.0006,C. elegans
I,3590001,3600000,3596415,604,0.0003,C. elegans
I,3600001,3610000,3602626,516,0.0,C. elegans
I,3610001,3620000,3613817,2990,0.0014,C. elegans
I,3620001,3630000,3626202,735,0.0002,C. elegans
I,3630001,3640000,3633849,1332,0.0011,C. elegans
I,3640001,3650000,3644660,1959,0.0004,C. elegans
I,3650001,3660000,3652261,574,0.0012,C. elegans
I,3660001,3670000,3666463,1373,0.0013,C. elegans
I,3670001,3680000,3676316,1461,0.0008,C. elegans
I,3680001,3690000,3682903,1478,0.0006,C. elegans
I,3690001,3700000,3695011,3075,0.0004,C. elegans
I,3700001,3710000,3704713,1623,0.0027,C. elegans
I,3710001,3720000,3715551,2933,0.0008,C. elegans
I,3720001,3730000,3726780,848,0.0,C. elegans
I,3730001,3740000,3734671,2632,0.0006,C. elegans
I,3740001,3750000,3742908,1831,0.0007,C. elegans
I,3750001,3760000,3754046,1474,0.0011,C. elegans
I,3760001,3770000,3769049,754,0.0,C. elegans
I,3770001,3780000,3776704,1680,0.0008,C. elegans
I,3780001,3790000,3785474,2637,0.0014,C. elegans
I,3790001,3800000,3797938,705,0.0006,C. elegans
I,3800001,3810000,3805949,788,0.0011,C. elegans
I,3810001,3820000,3813766,1905,0.0007,C. elegans
I,3820001,3830000,3824165,1512,0.0008,C. elegans
I,3830001,3840000,3834656,2864,0.0017,C. elegans
I,3840001,3850000,3843240,1706,0.0009,C. elegans
I,3850001,3860000,3856097,1854,0.0005,C. elegans
I,3860001,3870000,3865196,1271,0.0005,C. elegans
I,3870001,3880000,3872903,903,0.0006,C. elegans
I,3880001,3890000,3882639,1201,0.0011,C. elegans
I,3890001,3900000,3895986,1202,0.0004,C. elegans
I,3900001,3910000,3905933,1976,0.0006,C. elegans
I,3910001,3920000,3915188,2129,0.0005,C. elegans
I,3920001,3930000,3922464,1412,0.0004,C. elegans
I,3930001,3940000,3936894,2977,0.0004,C. elegans
I,3940001,3950000,3944046,2728,0.0005,C. elegans
I,3950001,3960000,3953601,1961,0.0002,C. elegans
I,3960001,3970000,3964976,1536,0.0004,C. elegans
I,3970001,3980000,3973639,1570,0.0002,C. elegans
I,3980001,3990000,3986216,2259,0.0004,C. elegans
I,3990001,4000000,3995999,1103,0.0006,C. elegans
I,4000001,4010000,4003570,884,0.0008,C. elegans
I,4010001,4020000,4017470,1089,0.0001,C. elegans
I,4020001,4030000,4025565,1862,0.0003,C. elegans
I,4030001,4040000,4036089,1715,0.0007,C. elegans
I,4040001,4050000,4044889,1103,0.0002,C. elegans
I,4050001,4060000,4056249,1517,0.0009,C. elegans
I,4060001,4070000,4066836,1839,0.0005,C. elegans
I,4070001,4080000,4074280,2031,0.0005,C. elegans
I,4080001,4090000,4084519,2028,0.0003,C. elegans
I,4090001,4100000,4095633,1315,0.0008,C. elegans
I,4100001,4110000,4106655,2344,0.0006,C. elegans
I,4110001,4120000,4113682,2675,0.0014,C. elegans
I,4120001,4130000,4125129,1918,0.0008,C. elegans
I,4130001,4140000,4135004,1676,0.0005,C. elegans
I,4140001,4150000,4147855,313,0.0003,C. elegans
I,4150001,4160000,4154001,1648,0.001,C. elegans
I,4160001,4170000,4165733,1207,0.0014,C. elegans
I,4180001,4190000,4187044,1928,0.0002,C. elegans
I,4190001,4200000,4194079,1723,0.0009,C. elegans
I,4200001,4210000,4206369,2879,0.0007,C. elegans
I,4210001,4220000,4213807,2385,0.0006,C. elegans
I,4220001,4230000,4224623,2405,0.0007,C. elegans
I,4230001,4240000,4235173,2229,0.0007,C. elegans
I,4240001,4250000,4245799,1713,0.0004,C. elegans
I,4250001,4260000,4254582,2172,0.0,C. elegans
I,4260001,4270000,4266972,1328,0.0005,C. elegans
I,4270001,4280000,4274954,1303,0.0006,C. elegans
I,4290001,4300000,4295896,672,0.0004,C. elegans
I,4300001,4310000,4303508,637,0.0008,C. elegans
I,4310001,4320000,4313535,1698,0.0009,C. elegans
I,4320001,4330000,4325667,1383,0.0007,C. elegans
I,4330001,4340000,4333501,2135,0.0004,C. elegans
I,4340001,4350000,4344858,1829,0.0002,C. elegans
I,4350001,4360000,4356336,2083,0.0003,C. elegans
I,4360001,4370000,4365425,871,0.001,C. elegans
I,4370001,4380000,4374400,662,0.0003,C. elegans
I,4380001,4390000,4384200,2572,0.0003,C. elegans
I,4390001,4400000,4395542,4099,0.0002,C. elegans
I,4400001,4410000,4406245,1747,0.0006,C. elegans
I,4410001,4420000,4413829,1226,0.0005,C. elegans
I,4420001,4430000,4424534,2147,0.0004,C. elegans
I,4430001,4440000,4434213,1723,0.0013,C. elegans
I,4440001,4450000,4445956,1521,0.0004,C. elegans
I,4450001,4460000,4455134,2234,0.0008,C. elegans
I,4460001,4470000,4463747,1247,0.0025,C. elegans
I,4470001,4480000,4476584,1980,0.0005,C. elegans
I,4480001,4490000,4486104,917,0.0005,C. elegans
I,4490001,4500000,4493413,1243,0.0003,C. elegans
I,4500001,4510000,4503870,1273,0.0001,C. elegans
I,4510001,4520000,4515653,1673,0.0005,C. elegans
I,4520001,4530000,4522656,1348,0.001,C. elegans
I,4530001,4540000,4538361,693,0.0005,C. elegans
I,4550001,4560000,4556684,878,0.0003,C. elegans
I,4560001,4570000,4564496,1479,0.0006,C. elegans
I,4570001,4580000,4575020,1114,0.0008,C. elegans
I,4580001,4590000,4584306,2368,0.0007,C. elegans
I,4590001,4600000,4596204,1003,0.001,C. elegans
I,4600001,4610000,4604515,1380,0.0004,C. elegans
I,4610001,4620000,4613006,2016,0.0004,C. elegans
I,4620001,4630000,4622362,1742,0.0004,C. elegans
I,4630001,4640000,4633014,795,0.0001,C. elegans
I,4640001,4650000,4641992,407,0.0,C. elegans
I,4650001,4660000,4655557,2342,0.0008,C. elegans
I,4660001,4670000,4666762,1435,0.0008,C. elegans
I,4670001,4680000,4675402,873,0.0007,C. elegans
I,4680001,4690000,4684086,1496,0.0007,C. elegans
I,4690001,4700000,4694039,2385,0.0002,C. elegans
I,4700001,4710000,4703676,1983,0.0006,C. elegans
I,4710001,4720000,4715584,1923,0.0007,C. elegans
I,4720001,4730000,4724439,1584,0.0002,C. elegans
I,4730001,4740000,4736125,2705,0.0002,C. elegans
I,4740001,4750000,4743608,1799,0.0003,C. elegans
I,4750001,4760000,4755333,2235,0.0007,C. elegans
I,4760001,4770000,4766664,1304,0.0014,C. elegans
I,4770001,4780000,4775011,1396,0.0004,C. elegans
I,4780001,4790000,4785611,1025,0.0004,C. elegans
I,4790001,4800000,4792792,1528,0.0009,C. elegans
I,4800001,4810000,4804260,2199,0.0003,C. elegans
I,4810001,4820000,4813858,1331,0.001,C. elegans
I,4820001,4830000,4825090,4306,0.0004,C. elegans
I,4830001,4840000,4833196,1713,0.0003,C. elegans
I,4840001,4850000,4844733,1266,0.0004,C. elegans
I,4850001,4860000,4853970,1794,0.0001,C. elegans
I,4860001,4870000,4864867,1650,0.0003,C. elegans
I,4870001,4880000,4872413,1184,0.0004,C. elegans
I,4880001,4890000,4886224,814,0.0002,C. elegans
I,4890001,4900000,4894270,912,0.0003,C. elegans
I,4900001,4910000,4904284,2440,0.0001,C. elegans
I,4910001,4920000,4915213,3223,0.0004,C. elegans
I,4920001,4930000,4926088,2053,0.0,C. elegans
I,4930001,4940000,4933853,1629,0.0002,C. elegans
I,4940001,4950000,4944295,709,0.0001,C. elegans
I,4950001,4960000,4953361,337,0.0,C. elegans
I,4960001,4970000,4967429,1349,0.0006,C. elegans
I,4970001,4980000,4975059,1498,0.0005,C. elegans
I,4980001,4990000,4983654,1025,0.0004,C. elegans
I,4990001,5000000,4992832,2388,0.0001,C. elegans
I,5000001,5010000,5004333,1344,0.0003,C. elegans
I,5010001,5020000,5017580,1343,0.0001,C. elegans
I,5020001,5030000,5022845,850,0.0,C. elegans
I,5030001,5040000,5037370,963,0.0001,C. elegans
I,5040001,5050000,5046123,1650,0.0003,C. elegans
I,5050001,5060000,5055609,1411,0.0001,C. elegans
I,5060001,5070000,5063865,2830,0.0003,C. elegans
