scaffold,start,end,mid,sites,pi_all,species
II,8240001,8250000,8246477,368,0.0063,C. inopinata
II,8250001,8260000,8255098,623,0.002,C. inopinata
II,8260001,8270000,8264097,1366,0.0114,C. inopinata
II,8270001,8280000,8271271,640,0.0111,C. inopinata
II,8280001,8290000,8285986,571,0.0009,C. inopinata
II,8290001,8300000,8297358,862,0.0026,C. inopinata
II,8300001,8310000,8306593,715,0.0092,C. inopinata
II,8310001,8320000,8318867,939,0.0174,C. inopinata
II,8320001,8330000,8320751,214,0.0087,C. inopinata
II,8340001,8350000,8345903,365,0.0171,C. inopinata
II,8360001,8370000,8367479,601,0.0101,C. inopinata
II,8370001,8380000,8375331,563,0.0095,C. inopinata
II,8380001,8390000,8384645,1119,0.0142,C. inopinata
II,8390001,8400000,8393380,718,0.0139,C. inopinata
II,8400001,8410000,8400855,1231,0.0095,C. inopinata
II,8420001,8430000,8427171,1551,0.0076,C. inopinata
II,8430001,8440000,8436337,1002,0.0069,C. inopinata
II,8440001,8450000,8445215,1214,0.0085,C. inopinata
II,8450001,8460000,8458212,406,0.0017,C. inopinata
II,8460001,8470000,8465363,1309,0.0105,C. inopinata
II,8470001,8480000,8473932,345,0.0069,C. inopinata
II,8480001,8490000,8482129,494,0.0099,C. inopinata
II,8490001,8500000,8495978,885,0.0064,C. inopinata
II,8500001,8510000,8504033,840,0.0016,C. inopinata
II,8510001,8520000,8513612,813,0.0037,C. inopinata
II,8520001,8530000,8522634,697,0.0114,C. inopinata
II,8530001,8540000,8536891,880,0.0034,C. inopinata
II,8540001,8550000,8544314,606,0.0086,C. inopinata
II,8550001,8560000,8559327,201,0.0137,C. inopinata
II,8560001,8570000,8565874,1141,0.0106,C. inopinata
II,8600001,8610000,8600274,358,0.0077,C. inopinata
II,8610001,8620000,8619550,438,0.0012,C. inopinata
II,8620001,8630000,8623203,1938,0.0012,C. inopinata
II,8630001,8640000,8637458,202,0.0011,C. inopinata
II,8640001,8650000,8645722,1713,0.006,C. inopinata
II,8650001,8660000,8659517,416,0.0132,C. inopinata
II,8660001,8670000,8665899,1595,0.0061,C. inopinata
II,8670001,8680000,8674887,764,0.0048,C. inopinata
II,8680001,8690000,8684919,471,0.0116,C. inopinata
II,8690001,8700000,8692814,480,0.0039,C. inopinata
II,8700001,8710000,8705389,545,0.0068,C. inopinata
II,8720001,8730000,8727993,360,0.0014,C. inopinata
II,8730001,8740000,8736009,310,0.0029,C. inopinata
II,8750001,8760000,8751282,342,0.0075,C. inopinata
II,8790001,8800000,8791504,282,0.0088,C. inopinata
II,8810001,8820000,8816528,640,0.011,C. inopinata
II,8850001,8860000,8852202,228,0.0085,C. inopinata
II,8860001,8870000,8863143,1153,0.0044,C. inopinata
II,8870001,8880000,8875481,492,0.0029,C. inopinata
II,8880001,8890000,8889146,274,0.0099,C. inopinata
II,8890001,8900000,8892377,434,0.0038,C. inopinata
II,8920001,8930000,8924869,737,0.0188,C. inopinata
II,8930001,8940000,8937377,433,0.0106,C. inopinata
II,8940001,8950000,8946861,269,0.0164,C. inopinata
II,8960001,8970000,8965558,820,0.0184,C. inopinata
II,8980001,8990000,8987829,785,0.0317,C. inopinata
II,9000001,9010000,9006268,610,0.0265,C. inopinata
II,9010001,9020000,9012912,649,0.0199,C. inopinata
II,9030001,9040000,9037354,1137,0.0167,C. inopinata
II,9040001,9050000,9047965,1031,0.0162,C. inopinata
II,9050001,9060000,9055341,377,0.011,C. inopinata
II,9060001,9070000,9065141,678,0.0102,C. inopinata
II,9110001,9120000,9111903,425,0.0111,C. inopinata
II,9120001,9130000,9122072,728,0.0076,C. inopinata
II,9130001,9140000,9133441,456,0.0054,C. inopinata
II,9140001,9150000,9147245,430,0.0106,C. inopinata
II,9150001,9160000,9156409,429,0.0113,C. inopinata
II,9170001,9180000,9174886,253,0.0184,C. inopinata
II,9220001,9230000,9226785,255,0.013,C. inopinata
II,9230001,9240000,9236572,421,0.0187,C. inopinata
II,9240001,9250000,9245758,1846,0.0157,C. inopinata
II,9250001,9260000,9254105,181,0.0183,C. inopinata
II,9260001,9270000,9263601,502,0.012,C. inopinata
II,9300001,9310000,9304913,1021,0.0048,C. inopinata
II,9310001,9320000,9314115,1432,0.0029,C. inopinata
II,9320001,9330000,9324820,878,0.0069,C. inopinata
II,9330001,9340000,9334753,678,0.0108,C. inopinata
II,9340001,9350000,9342258,749,0.0122,C. inopinata
II,9350001,9360000,9353404,678,0.0042,C. inopinata
II,9360001,9370000,9363313,281,0.0033,C. inopinata
II,9380001,9390000,9385164,774,0.0082,C. inopinata
II,9390001,9400000,9392414,398,0.0073,C. inopinata
II,9400001,9410000,9404695,1088,0.014,C. inopinata
II,9430001,9440000,9433202,620,0.0052,C. inopinata
II,9440001,9450000,9443286,277,0.0053,C. inopinata
II,9460001,9470000,9463867,305,0.0134,C. inopinata
II,9480001,9490000,9486563,839,0.006,C. inopinata
II,9490001,9500000,9494036,494,0.0075,C. inopinata
II,9500001,9510000,9502350,628,0.0133,C. inopinata
II,9510001,9520000,9516221,434,0.0109,C. inopinata
II,9540001,9550000,9548208,201,0.0385,C. inopinata
II,9550001,9560000,9559192,172,0.0034,C. inopinata
II,9560001,9570000,9564264,452,0.0057,C. inopinata
II,9570001,9580000,9575358,223,0.0091,C. inopinata
II,9590001,9600000,9594551,712,0.0114,C. inopinata
II,9600001,9610000,9603728,945,0.0161,C. inopinata
II,9610001,9620000,9616135,396,0.0229,C. inopinata
II,9640001,9650000,9643805,240,0.0065,C. inopinata
II,9650001,9660000,9656390,242,0.0229,C. inopinata
II,9670001,9680000,9672244,220,0.0117,C. inopinata
II,9680001,9690000,9687253,252,0.0218,C. inopinata
II,9690001,9700000,9690846,272,0.0075,C. inopinata
II,9700001,9710000,9703554,1235,0.0041,C. inopinata
II,9710001,9720000,9715482,461,0.011,C. inopinata
II,9720001,9730000,9722167,367,0.0147,C. inopinata
II,9730001,9740000,9735268,1625,0.0005,C. inopinata
II,9740001,9750000,9744681,510,0.0002,C. inopinata
II,9750001,9760000,9757392,534,0.0013,C. inopinata
II,9760001,9770000,9766314,855,0.0028,C. inopinata
II,9780001,9790000,9786108,982,0.0214,C. inopinata
II,9790001,9800000,9795002,548,0.0218,C. inopinata
II,9800001,9810000,9806102,215,0.0068,C. inopinata
II,9820001,9830000,9823581,327,0.0257,C. inopinata
II,9830001,9840000,9835032,257,0.0252,C. inopinata
II,9840001,9850000,9844383,168,0.016,C. inopinata
II,9860001,9870000,9867861,353,0.0036,C. inopinata
II,9870001,9880000,9872461,387,0.0034,C. inopinata
II,9910001,9920000,9911751,184,0.0196,C. inopinata
II,9930001,9940000,9932870,636,0.0183,C. inopinata
II,9990001,10000000,9994440,480,0.017,C. inopinata
II,10010001,10020000,10012113,260,0.0136,C. inopinata
II,10020001,10030000,10022843,471,0.0123,C. inopinata
II,10030001,10040000,10034230,263,0.0176,C. inopinata
II,10040001,10050000,10043652,215,0.029,C. inopinata
II,10080001,10090000,10086100,399,0.014,C. inopinata
II,10090001,10100000,10093049,1025,0.0138,C. inopinata
II,10100001,10110000,10105489,162,0.0366,C. inopinata
II,10120001,10130000,10120850,212,0.0008,C. inopinata
II,10150001,10160000,10155838,735,0.0103,C. inopinata
II,10160001,10170000,10169241,315,0.0063,C. inopinata
II,10170001,10180000,10171982,865,0.0042,C. inopinata
II,10180001,10190000,10187821,237,0.0011,C. inopinata
II,10190001,10200000,10197068,655,0.0162,C. inopinata
II,10220001,10230000,10226398,758,0.0137,C. inopinata
II,10230001,10240000,10232593,214,0.0065,C. inopinata
II,10240001,10250000,10246608,238,0.021,C. inopinata
II,10290001,10300000,10296088,499,0.0092,C. inopinata
II,10310001,10320000,10317136,260,0.0203,C. inopinata
II,10320001,10330000,10325035,852,0.0094,C. inopinata
II,10330001,10340000,10337158,164,0.0114,C. inopinata
II,10350001,10360000,10353179,574,0.0089,C. inopinata
II,10360001,10370000,10366621,791,0.0131,C. inopinata
II,10380001,10390000,10385036,827,0.0066,C. inopinata
II,10390001,10400000,10392883,354,0.0304,C. inopinata
II,10440001,10450000,10448913,175,0.0059,C. inopinata
II,10460001,10470000,10467116,877,0.0064,C. inopinata
II,10490001,10500000,10498432,401,0.0014,C. inopinata
II,10500001,10510000,10505834,2166,0.005,C. inopinata
II,10510001,10520000,10512623,1169,0.0111,C. inopinata
II,10530001,10540000,10535475,782,0.0131,C. inopinata
II,10540001,10550000,10547990,726,0.0197,C. inopinata
II,10550001,10560000,10552809,850,0.0073,C. inopinata
II,10560001,10570000,10562649,302,0.0069,C. inopinata
II,10570001,10580000,10572135,216,0.0009,C. inopinata
II,10580001,10590000,10585642,965,0.0054,C. inopinata
II,10590001,10600000,10598769,429,0.0033,C. inopinata
II,10600001,10610000,10606360,758,0.0126,C. inopinata
II,10610001,10620000,10613359,444,0.0161,C. inopinata
II,10630001,10640000,10635123,399,0.0047,C. inopinata
II,10670001,10680000,10677361,700,0.0095,C. inopinata
II,10680001,10690000,10687107,1217,0.0076,C. inopinata
II,10690001,10700000,10695385,441,0.0026,C. inopinata
II,10700001,10710000,10705059,629,0.0043,C. inopinata
II,10710001,10720000,10716368,1086,0.0178,C. inopinata
II,10720001,10730000,10725450,541,0.0145,C. inopinata
II,10730001,10740000,10735925,576,0.0072,C. inopinata
II,10740001,10750000,10742552,1436,0.0088,C. inopinata
II,10750001,10760000,10757019,507,0.0021,C. inopinata
II,10760001,10770000,10763925,724,0.0144,C. inopinata
II,10770001,10780000,10775326,762,0.0079,C. inopinata
II,10780001,10790000,10782839,1774,0.0192,C. inopinata
II,10790001,10800000,10796409,681,0.0132,C. inopinata
II,10800001,10810000,10802274,519,0.0115,C. inopinata
II,10820001,10830000,10828275,705,0.0046,C. inopinata
II,10830001,10840000,10833471,457,0.0083,C. inopinata
II,10840001,10850000,10842904,645,0.004,C. inopinata
II,10850001,10860000,10858412,936,0.0052,C. inopinata
II,10860001,10870000,10864025,559,0.0046,C. inopinata
II,10870001,10880000,10875019,1355,0.0136,C. inopinata
II,10880001,10890000,10885237,515,0.0134,C. inopinata
II,10890001,10900000,10897458,342,0.0095,C. inopinata
II,10900001,10910000,10906362,1576,0.0151,C. inopinata
II,10930001,10940000,10935545,622,0.0195,C. inopinata
II,10940001,10950000,10947771,328,0.0044,C. inopinata
II,10950001,10960000,10957712,411,0.0225,C. inopinata
II,10960001,10970000,10962971,735,0.0026,C. inopinata
II,10980001,10990000,10986267,1273,0.0104,C. inopinata
II,10990001,11000000,10996717,498,0.0107,C. inopinata
II,11000001,11010000,11004404,1710,0.0107,C. inopinata
II,11030001,11040000,11033486,289,0.0132,C. inopinata
II,11040001,11050000,11043931,181,0.0208,C. inopinata
II,11050001,11060000,11056930,1123,0.0161,C. inopinata
II,11060001,11070000,11065883,337,0.0302,C. inopinata
II,11080001,11090000,11087611,1037,0.0167,C. inopinata
II,11090001,11100000,11091777,375,0.0071,C. inopinata
II,11120001,11130000,11125508,199,0.0364,C. inopinata
II,11130001,11140000,11137016,196,0.0022,C. inopinata
II,11140001,11150000,11141805,635,0.0132,C. inopinata
II,11150001,11160000,11154286,225,0.0099,C. inopinata
II,11160001,11170000,11162924,169,0.0063,C. inopinata
II,11170001,11180000,11179020,716,0.0181,C. inopinata
II,11180001,11190000,11186038,2410,0.0075,C. inopinata
II,11190001,11200000,11195708,1735,0.0111,C. inopinata
II,11200001,11210000,11202217,1318,0.0118,C. inopinata
II,11300001,11310000,11302204,286,0.0342,C. inopinata
II,11310001,11320000,11313389,1115,0.0172,C. inopinata
II,11380001,11390000,11388606,459,0.0056,C. inopinata
II,11410001,11420000,11417008,658,0.0053,C. inopinata
II,11430001,11440000,11434254,323,0.0079,C. inopinata
II,11450001,11460000,11454671,1486,0.0093,C. inopinata
II,11460001,11470000,11463426,669,0.0175,C. inopinata
II,11490001,11500000,11495655,231,0.004,C. inopinata
II,11500001,11510000,11505228,1744,0.0094,C. inopinata
II,11510001,11520000,11516230,1372,0.0072,C. inopinata
II,11520001,11530000,11524682,1204,0.0087,C. inopinata
II,11530001,11540000,11539364,488,0.0024,C. inopinata
II,11540001,11550000,11541520,206,0.0,C. inopinata
II,11550001,11560000,11554693,1254,0.0021,C. inopinata
II,11580001,11590000,11582861,262,0.0004,C. inopinata
II,11590001,11600000,11594857,1110,0.0074,C. inopinata
II,11600001,11610000,11601086,549,0.0013,C. inopinata
II,11610001,11620000,11619210,502,0.0042,C. inopinata
II,11630001,11640000,11635529,758,0.0058,C. inopinata
II,11640001,11650000,11644359,702,0.0048,C. inopinata
II,11650001,11660000,11657105,801,0.0025,C. inopinata
II,11660001,11670000,11662336,2414,0.005,C. inopinata
II,11670001,11680000,11670735,321,0.0151,C. inopinata
II,11680001,11690000,11684989,819,0.0113,C. inopinata
II,11690001,11700000,11693211,923,0.0048,C. inopinata
II,11700001,11710000,11703049,307,0.0099,C. inopinata
II,11710001,11720000,11716614,270,0.004,C. inopinata
II,11720001,11730000,11722439,244,0.0072,C. inopinata
II,11750001,11760000,11753509,488,0.0086,C. inopinata
II,11760001,11770000,11765624,825,0.0089,C. inopinata
II,11770001,11780000,11775464,397,0.0058,C. inopinata
II,11780001,11790000,11783682,1023,0.0071,C. inopinata
II,11790001,11800000,11795225,267,0.0045,C. inopinata
II,11800001,11810000,11805237,425,0.0067,C. inopinata
II,11810001,11820000,11816454,239,0.0128,C. inopinata
II,11830001,11840000,11835086,1583,0.0053,C. inopinata
II,11840001,11850000,11844459,1261,0.0142,C. inopinata
II,11850001,11860000,11851482,216,0.0042,C. inopinata
II,11860001,11870000,11863096,405,0.0095,C. inopinata
II,11880001,11890000,11882615,579,0.0043,C. inopinata
II,11900001,11910000,11905620,619,0.0145,C. inopinata
II,11940001,11950000,11947977,296,0.0011,C. inopinata
II,11950001,11960000,11956253,344,0.0088,C. inopinata
II,11970001,11980000,11971592,307,0.0104,C. inopinata
II,11980001,11990000,11985674,324,0.0155,C. inopinata
II,12000001,12010000,12007374,841,0.012,C. inopinata
II,12010001,12020000,12013969,1321,0.0019,C. inopinata
II,12020001,12030000,12027568,557,0.0125,C. inopinata
II,12030001,12040000,12035063,1261,0.0139,C. inopinata
II,12050001,12060000,12054525,557,0.0088,C. inopinata
II,12060001,12070000,12064835,263,0.0121,C. inopinata
II,12070001,12080000,12077615,361,0.0112,C. inopinata
II,12080001,12090000,12087256,513,0.0013,C. inopinata
II,12090001,12100000,12095544,562,0.0004,C. inopinata
II,12100001,12110000,12105654,1248,0.0044,C. inopinata
II,12110001,12120000,12119265,257,0.0089,C. inopinata
II,12130001,12140000,12136731,796,0.0036,C. inopinata
II,12140001,12150000,12144695,500,0.0135,C. inopinata
II,12150001,12160000,12153317,451,0.007,C. inopinata
II,12160001,12170000,12167822,483,0.0027,C. inopinata
II,12180001,12190000,12187277,1986,0.0051,C. inopinata
II,12190001,12200000,12196710,1714,0.0033,C. inopinata
II,12200001,12210000,12202843,1109,0.0035,C. inopinata
II,12210001,12220000,12213892,1279,0.0058,C. inopinata
II,12220001,12230000,12220747,392,0.0056,C. inopinata
II,12230001,12240000,12235997,646,0.0072,C. inopinata
II,12260001,12270000,12262927,271,0.0068,C. inopinata
II,12280001,12290000,12282923,585,0.0165,C. inopinata
II,12390001,12400000,12391722,186,0.0049,C. inopinata
II,12400001,12410000,12404165,347,0.0196,C. inopinata
II,12420001,12430000,12425692,1287,0.0031,C. inopinata
II,12430001,12440000,12434386,646,0.0082,C. inopinata
II,12460001,12470000,12466335,739,0.0044,C. inopinata
II,12470001,12480000,12478536,684,0.0087,C. inopinata
II,12490001,12500000,12496574,362,0.0222,C. inopinata
II,12530001,12540000,12536755,505,0.0093,C. inopinata
II,12540001,12550000,12544965,410,0.011,C. inopinata
II,12560001,12570000,12564312,921,0.0113,C. inopinata
II,12580001,12590000,12585711,261,0.0093,C. inopinata
II,12590001,12600000,12592080,307,0.0166,C. inopinata
II,12600001,12610000,12604357,1744,0.0103,C. inopinata
II,12620001,12630000,12621774,189,0.0087,C. inopinata
II,12630001,12640000,12636186,714,0.0196,C. inopinata
II,12640001,12650000,12643825,733,0.0185,C. inopinata
II,12650001,12660000,12653037,1412,0.0214,C. inopinata
II,12660001,12670000,12668018,449,0.0128,C. inopinata
II,12670001,12680000,12675332,486,0.0009,C. inopinata
II,12690001,12700000,12693860,274,0.0141,C. inopinata
II,12700001,12710000,12706383,1765,0.0148,C. inopinata
II,12710001,12720000,12718837,556,0.0055,C. inopinata
II,12720001,12730000,12726306,704,0.0107,C. inopinata
II,12740001,12750000,12746983,559,0.0099,C. inopinata
II,12780001,12790000,12782692,196,0.0136,C. inopinata
II,12790001,12800000,12792225,975,0.0059,C. inopinata
II,12810001,12820000,12817798,471,0.0191,C. inopinata
II,12830001,12840000,12834868,304,0.0051,C. inopinata
II,12840001,12850000,12843635,564,0.0051,C. inopinata
II,12870001,12880000,12877262,1318,0.0186,C. inopinata
II,12880001,12890000,12888809,403,0.0187,C. inopinata
II,12890001,12900000,12894523,805,0.0302,C. inopinata
II,12900001,12910000,12902500,822,0.0133,C. inopinata
II,12910001,12920000,12917334,814,0.0122,C. inopinata
II,12920001,12930000,12923403,265,0.0238,C. inopinata
II,12930001,12940000,12935232,369,0.0267,C. inopinata
II,12960001,12970000,12967593,2045,0.0024,C. inopinata
II,12970001,12980000,12975224,1524,0.0115,C. inopinata
II,13000001,13010000,13006815,795,0.0053,C. inopinata
II,13010001,13020000,13016555,654,0.0036,C. inopinata
II,13020001,13030000,13026360,1061,0.0059,C. inopinata
II,13030001,13040000,13035463,680,0.0024,C. inopinata
II,13040001,13050000,13048736,236,0.0149,C. inopinata
II,13050001,13060000,13059668,199,0.0035,C. inopinata
II,13060001,13070000,13061538,208,0.0071,C. inopinata
II,13090001,13100000,13096273,527,0.013,C. inopinata
II,13120001,13130000,13128749,361,0.0085,C. inopinata
II,13130001,13140000,13134850,626,0.0039,C. inopinata
II,13140001,13150000,13140352,539,0.0016,C. inopinata
II,13160001,13170000,13163842,347,0.0081,C. inopinata
II,13170001,13180000,13170540,211,0.0,C. inopinata
II,13180001,13190000,13188643,365,0.0124,C. inopinata
II,13190001,13200000,13197253,968,0.0008,C. inopinata
II,13210001,13220000,13211450,374,0.0046,C. inopinata
II,13230001,13240000,13232992,1077,0.0048,C. inopinata
II,13240001,13250000,13245504,849,0.0112,C. inopinata
II,13260001,13270000,13264323,512,0.0076,C. inopinata
II,13270001,13280000,13276858,749,0.0138,C. inopinata
II,13310001,13320000,13316691,165,0.0005,C. inopinata
II,13330001,13340000,13338254,327,0.0217,C. inopinata
II,13370001,13380000,13376889,325,0.0099,C. inopinata
II,13400001,13410000,13404319,214,0.0094,C. inopinata
II,13410001,13420000,13413987,1104,0.0142,C. inopinata
II,13420001,13430000,13420960,307,0.0191,C. inopinata
II,13440001,13450000,13443649,214,0.017,C. inopinata
II,13450001,13460000,13457696,504,0.0125,C. inopinata
II,13460001,13470000,13462608,1019,0.0118,C. inopinata
II,13470001,13480000,13477532,754,0.0058,C. inopinata
II,13480001,13490000,13488050,225,0.0084,C. inopinata
II,13490001,13500000,13492251,1637,0.0111,C. inopinata
II,13500001,13510000,13504960,468,0.0122,C. inopinata
II,13510001,13520000,13516620,1717,0.0169,C. inopinata
II,13530001,13540000,13535928,302,0.0189,C. inopinata
II,13560001,13570000,13566210,220,0.016,C. inopinata
II,13590001,13600000,13593325,455,0.0129,C. inopinata
II,13620001,13630000,13620702,692,0.0017,C. inopinata
II,13630001,13640000,13634206,1429,0.0022,C. inopinata
II,13640001,13650000,13642078,267,0.0042,C. inopinata
II,13650001,13660000,13655762,304,0.0062,C. inopinata
II,13660001,13670000,13664540,180,0.0078,C. inopinata
II,13710001,13720000,13718871,509,0.003,C. inopinata
II,13720001,13730000,13723699,1045,0.0078,C. inopinata
II,13780001,13790000,13785763,332,0.0058,C. inopinata
II,13830001,13840000,13830692,231,0.0071,C. inopinata
II,13840001,13850000,13844670,329,0.0178,C. inopinata
II,13850001,13860000,13857274,630,0.0038,C. inopinata
II,13860001,13870000,13866232,1581,0.0055,C. inopinata
II,13870001,13880000,13876979,899,0.005,C. inopinata
II,13880001,13890000,13885106,763,0.0061,C. inopinata
II,13900001,13910000,13907957,444,0.01,C. inopinata
II,13910001,13920000,13914637,497,0.007,C. inopinata
II,13920001,13930000,13927992,197,0.023,C. inopinata
II,13960001,13970000,13965302,390,0.0135,C. inopinata
II,13970001,13980000,13975166,1461,0.003,C. inopinata
